item_id,llm_text
287,"Movie 'Marvin's Room (1996)', release date: 18-Dec-1996. Genres: Drama."
288,"Movie 'Scream (1996)', release date: 20-Dec-1996. Genres: Horror, Thriller."
289,"Movie 'Evita (1996)', release date: 25-Dec-1996. Genres: Drama, Musical."
290,"Movie 'Fierce Creatures (1997)', release date: 10-Jan-1997. Genres: Comedy."
291,"Movie 'Absolute Power (1997)', release date: 14-Feb-1997. Genres: Mystery, Thriller."
292,"Movie 'Rosewood (1997)', release date: 21-Feb-1997. Genres: Drama."
293,"Movie 'Donnie Brasco (1997)', release date: 28-Feb-1997. Genres: Crime, Drama."
294,"Movie 'Liar Liar (1997)', release date: 21-Mar-1997. Genres: Comedy."
295,"Movie 'Breakdown (1997)', release date: 02-May-1997. Genres: Action, Thriller."
296,"Movie 'Promesse, La (1996)', release date: 16-May-1997. Genres: Drama."
297,"Movie 'Ulee's Gold (1997)', release date: 01-Jan-1997. Genres: Drama."
298,"Movie 'Face/Off (1997)', release date: 27-Jun-1997. Genres: Action, Sci-Fi, Thriller."
299,"Movie 'Hoodlum (1997)', release date: 22-Aug-1997. Genres: Crime, Drama, Film-Noir."
300,"Movie 'Air Force One (1997)', release date: 01-Jan-1997. Genres: Action, Thriller."
301,"Movie 'In & Out (1997)', release date: 19-Sep-1997. Genres: Comedy."
302,"Movie 'L.A. Confidential (1997)', release date: 01-Jan-1997. Genres: Crime, Film-Noir, Mystery, Thriller."
303,"Movie 'Ulee's Gold (1997)', release date: 01-Jan-1997. Genres: Drama."
304,"Movie 'Fly Away Home (1996)', release date: 13-Sep-1996. Genres: Adventure, Children's."
305,"Movie 'Ice Storm, The (1997)', release date: 01-Jan-1997. Genres: Drama."
306,"Movie 'Mrs. Brown (Her Majesty, Mrs. Brown) (1997)', release date: 01-Jan-1997. Genres: Drama, Romance."
307,"Movie 'Devil's Advocate, The (1997)', release date: 01-Jan-1997. Genres: Crime, Horror, Mystery, Thriller."
308,"Movie 'FairyTale: A True Story (1997)', release date: 01-Jan-1997. Genres: Children's, Drama, Fantasy."
309,"Movie 'Deceiver (1997)', release date: 01-Jan-1997. Genres: Crime."
310,"Movie 'Rainmaker, The (1997)', release date: 01-Jan-1997. Genres: Drama."
311,"Movie 'Wings of the Dove, The (1997)', release date: 01-Jan-1997. Genres: Drama, Romance, Thriller."
312,"Movie 'Midnight in the Garden of Good and Evil (1997)', release date: 01-Jan-1997. Genres: Comedy, Crime, Drama, Mystery."
313,"Movie 'Titanic (1997)', release date: 01-Jan-1997. Genres: Action, Drama, Romance."
314,"Movie '3 Ninjas: High Noon At Mega Mountain (1998)', release date: 01-Jan-1997. Genres: Action, Children's."
315,"Movie 'Apt Pupil (1998)', release date: 23-Oct-1998. Genres: Drama, Thriller."
316,"Movie 'As Good As It Gets (1997)', release date: 23-Dec-1997. Genres: Comedy, Drama."
317,"Movie 'In the Name of the Father (1993)', release date: 01-Jan-1993. Genres: Drama."
318,"Movie 'Schindler's List (1993)', release date: 01-Jan-1993. Genres: Drama, War."
319,"Movie 'Everyone Says I Love You (1996)', release date: 06-Dec-1996. Genres: Comedy, Musical, Romance."
320,"Movie 'Paradise Lost: The Child Murders at Robin Hood Hills (1996)', release date: 06-Dec-1996. Genres: Documentary."
321,"Movie 'Mother (1996)', release date: 25-Dec-1996. Genres: Comedy."
322,"Movie 'Murder at 1600 (1997)', release date: 18-Apr-1997. Genres: Mystery, Thriller."
323,"Movie 'Dante's Peak (1997)', release date: 07-Feb-1997. Genres: Action, Thriller."
324,"Movie 'Lost Highway (1997)', release date: 21-Feb-1997. Genres: Mystery."
325,"Movie 'Crash (1996)', release date: 21-Mar-1997. Genres: Drama, Thriller."
326,"Movie 'G.I. Jane (1997)', release date: 01-Jan-1997. Genres: Action, Drama, War."
327,"Movie 'Cop Land (1997)', release date: 01-Jan-1997. Genres: Crime, Drama, Mystery."
328,"Movie 'Conspiracy Theory (1997)', release date: 08-Aug-1997. Genres: Action, Mystery, Romance, Thriller."
329,"Movie 'Desperate Measures (1998)', release date: 30-Jan-1998. Genres: Crime, Drama, Thriller."
330,"Movie '187 (1997)', release date: 01-Jan-1997. Genres: Drama."
331,"Movie 'Edge, The (1997)', release date: 26-Sep-1997. Genres: Adventure, Thriller."
332,"Movie 'Kiss the Girls (1997)', release date: 01-Jan-1997. Genres: Crime, Drama, Thriller."
333,"Movie 'Game, The (1997)', release date: 01-Jan-1997. Genres: Mystery, Thriller."
334,"Movie 'U Turn (1997)', release date: 01-Jan-1997. Genres: Action, Crime, Mystery."
335,"Movie 'How to Be a Player (1997)', release date: 01-Jan-1997. Genres: Comedy."
336,"Movie 'Playing God (1997)', release date: 01-Jan-1997. Genres: Crime, Thriller."
337,"Movie 'House of Yes, The (1997)', release date: 01-Jan-1997. Genres: Comedy, Drama, Thriller."
338,"Movie 'Bean (1997)', release date: 01-Jan-1997. Genres: Comedy."
339,"Movie 'Mad City (1997)', release date: 01-Jan-1997. Genres: Action, Drama."
340,"Movie 'Boogie Nights (1997)', release date: 01-Jan-1997. Genres: Drama."
341,"Movie 'Critical Care (1997)', release date: 01-Jan-1997. Genres: Comedy."
342,"Movie 'Man Who Knew Too Little, The (1997)', release date: 01-Jan-1997. Genres: Comedy, Mystery."
343,"Movie 'Alien: Resurrection (1997)', release date: 01-Jan-1997. Genres: Action, Horror, Sci-Fi."
344,"Movie 'Apostle, The (1997)', release date: 18-Dec-1997. Genres: Drama."
345,"Movie 'Deconstructing Harry (1997)', release date: 01-Jan-1997. Genres: Comedy, Drama."
346,"Movie 'Jackie Brown (1997)', release date: 01-Jan-1997. Genres: Crime, Drama."
347,"Movie 'Wag the Dog (1997)', release date: 09-Jan-1998. Genres: Comedy, Drama."
348,"Movie 'Desperate Measures (1998)', release date: 30-Jan-1998. Genres: Crime, Drama, Thriller."
349,"Movie 'Hard Rain (1998)', release date: 16-Jan-1998. Genres: Action, Thriller."
350,"Movie 'Fallen (1998)', release date: 16-Jan-1998. Genres: Action, Mystery, Thriller."
351,"Movie 'Prophecy II, The (1998)', release date: 16-Jan-1998. Genres: Horror."
352,"Movie 'Spice World (1997)', release date: 01-Jan-1997. Genres: Comedy, Musical."
353,"Movie 'Deep Rising (1998)', release date: 30-Jan-1998. Genres: Action, Horror, Sci-Fi."
354,"Movie 'Wedding Singer, The (1998)', release date: 13-Feb-1998. Genres: Comedy, Romance."
355,"Movie 'Sphere (1998)', release date: 13-Feb-1998. Genres: Adventure, Sci-Fi, Thriller."
356,"Movie 'Client, The (1994)', release date: 01-Jan-1994. Genres: Drama, Mystery, Thriller."
357,"Movie 'One Flew Over the Cuckoo's Nest (1975)', release date: 01-Jan-1975. Genres: Drama."
358,"Movie 'Spawn (1997)', release date: 01-Aug-1997. Genres: Action, Adventure, Sci-Fi, Thriller."
359,"Movie 'Assignment, The (1997)', release date: 01-Jan-1997. Genres: Thriller."
360,"Movie 'Wonderland (1997)', release date: 01-Jan-1997. Genres: Documentary."
361,"Movie 'Incognito (1997)', release date: 01-Jan-1997. Genres: Crime, Thriller."
362,"Movie 'Blues Brothers 2000 (1998)', release date: 06-Feb-1998. Genres: Action, Comedy, Musical."
363,"Movie 'Sudden Death (1995)', release date: 01-Jan-1995. Genres: Action."
364,"Movie 'Ace Ventura: When Nature Calls (1995)', release date: 01-Jan-1995. Genres: Comedy."
365,"Movie 'Powder (1995)', release date: 01-Jan-1995. Genres: Drama."
366,"Movie 'Dangerous Minds (1995)', release date: 01-Jan-1995. Genres: Drama."
367,"Movie 'Clueless (1995)', release date: 01-Jan-1995. Genres: Comedy."
368,"Movie 'Bio-Dome (1996)', release date: 01-Jan-1996. Genres: Comedy."
369,"Movie 'Black Sheep (1996)', release date: 02-Feb-1996. Genres: Comedy."
370,"Movie 'Mary Reilly (1996)', release date: 23-Feb-1996. Genres: Drama, Thriller."
371,"Movie 'Bridges of Madison County, The (1995)', release date: 09-Feb-1996. Genres: Drama, Romance."
372,"Movie 'Jeffrey (1995)', release date: 01-Jan-1995. Genres: Comedy."
373,"Movie 'Judge Dredd (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Sci-Fi."
374,"Movie 'Mighty Morphin Power Rangers: The Movie (1995)', release date: 01-Jan-1995. Genres: Action, Children's."
375,"Movie 'Showgirls (1995)', release date: 01-Jan-1995. Genres: Drama."
376,"Movie 'Houseguest (1994)', release date: 01-Jan-1994. Genres: Comedy."
377,"Movie 'Heavyweights (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
378,"Movie 'Miracle on 34th Street (1994)', release date: 01-Jan-1994. Genres: Drama."
379,"Movie 'Tales From the Crypt Presents: Demon Knight (1995)', release date: 01-Jan-1995. Genres: Horror."
380,"Movie 'Star Trek: Generations (1994)', release date: 01-Jan-1994. Genres: Action, Adventure, Sci-Fi."
381,"Movie 'Muriel's Wedding (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
382,"Movie 'Adventures of Priscilla, Queen of the Desert, The (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
383,"Movie 'Flintstones, The (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
384,"Movie 'Naked Gun 33 1/3: The Final Insult (1994)', release date: 01-Jan-1994. Genres: Comedy."
385,"Movie 'True Lies (1994)', release date: 01-Jan-1994. Genres: Action, Adventure, Comedy, Romance."
386,"Movie 'Addams Family Values (1993)', release date: 01-Jan-1993. Genres: Comedy."
387,"Movie 'Age of Innocence, The (1993)', release date: 01-Jan-1993. Genres: Drama."
388,"Movie 'Beverly Hills Cop III (1994)', release date: 01-Jan-1994. Genres: Action, Comedy."
389,"Movie 'Black Beauty (1994)', release date: 01-Jan-1994. Genres: Adventure, Children's."
390,"Movie 'Fear of a Black Hat (1993)', release date: 01-Jan-1993. Genres: Comedy."
391,"Movie 'Last Action Hero (1993)', release date: 01-Jan-1993. Genres: Action, Comedy."
392,"Movie 'Man Without a Face, The (1993)', release date: 01-Jan-1993. Genres: Drama."
393,"Movie 'Mrs. Doubtfire (1993)', release date: 01-Jan-1993. Genres: Comedy."
394,"Movie 'Radioland Murders (1994)', release date: 01-Jan-1994. Genres: Comedy, Mystery, Romance."
395,"Movie 'Robin Hood: Men in Tights (1993)', release date: 01-Jan-1993. Genres: Comedy."
396,"Movie 'Serial Mom (1994)', release date: 01-Jan-1994. Genres: Comedy, Crime, Horror."
397,"Movie 'Striking Distance (1993)', release date: 01-Jan-1993. Genres: Action."
398,"Movie 'Super Mario Bros. (1993)', release date: 01-Jan-1993. Genres: Action, Adventure, Children's, Sci-Fi."
399,"Movie 'Three Musketeers, The (1993)', release date: 01-Jan-1993. Genres: Action, Adventure, Comedy."
400,"Movie 'Little Rascals, The (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
401,"Movie 'Brady Bunch Movie, The (1995)', release date: 01-Jan-1995. Genres: Comedy."
402,"Movie 'Ghost (1990)', release date: 01-Jan-1990. Genres: Comedy, Romance, Thriller."
403,"Movie 'Batman (1989)', release date: 01-Jan-1989. Genres: Action, Adventure, Crime, Drama."
404,"Movie 'Pinocchio (1940)', release date: 01-Jan-1940. Genres: Animation, Children's."
405,"Movie 'Mission: Impossible (1996)', release date: 22-May-1996. Genres: Action, Adventure, Mystery."
406,"Movie 'Thinner (1996)', release date: 25-Oct-1996. Genres: Horror, Thriller."
407,"Movie 'Spy Hard (1996)', release date: 24-May-1996. Genres: Comedy."
408,"Movie 'Close Shave, A (1995)', release date: 28-Apr-1996. Genres: Animation, Comedy, Thriller."
409,"Movie 'Jack (1996)', release date: 07-Aug-1996. Genres: Comedy, Drama."
410,"Movie 'Kingpin (1996)', release date: 12-Jul-1996. Genres: Comedy."
411,"Movie 'Nutty Professor, The (1996)', release date: 28-Jun-1996. Genres: Comedy, Fantasy, Romance, Sci-Fi."
412,"Movie 'Very Brady Sequel, A (1996)', release date: 23-Aug-1996. Genres: Comedy."
413,"Movie 'Tales from the Crypt Presents: Bordello of Blood (1996)', release date: 19-Jul-1996. Genres: Horror."
414,"Movie 'My Favorite Year (1982)', release date: 01-Jan-1982. Genres: Comedy."
415,"Movie 'Apple Dumpling Gang, The (1975)', release date: 01-Jan-1975. Genres: Children's, Comedy, Western."
416,"Movie 'Old Yeller (1957)', release date: 01-Jan-1957. Genres: Children's, Drama."
417,"Movie 'Parent Trap, The (1961)', release date: 01-Jan-1961. Genres: Children's, Drama."
418,"Movie 'Cinderella (1950)', release date: 01-Jan-1950. Genres: Animation, Children's, Musical."
419,"Movie 'Mary Poppins (1964)', release date: 01-Jan-1964. Genres: Children's, Comedy, Musical."
420,"Movie 'Alice in Wonderland (1951)', release date: 01-Jan-1951. Genres: Animation, Children's, Musical."
421,"Movie 'William Shakespeare's Romeo and Juliet (1996)', release date: 25-Oct-1996. Genres: Drama, Romance."
422,"Movie 'Aladdin and the King of Thieves (1996)', release date: 01-Jan-1996. Genres: Animation, Children's, Comedy."
423,"Movie 'E.T. the Extra-Terrestrial (1982)', release date: 01-Jan-1982. Genres: Children's, Drama, Fantasy, Sci-Fi."
424,"Movie 'Children of the Corn: The Gathering (1996)', release date: 01-Jan-1996. Genres: Horror."
425,"Movie 'Bob Roberts (1992)', release date: 01-Jan-1992. Genres: Comedy."
426,"Movie 'Transformers: The Movie, The (1986)', release date: 01-Jan-1986. Genres: Action, Animation, Children's, Sci-Fi, Thriller, War."
427,"Movie 'To Kill a Mockingbird (1962)', release date: 01-Jan-1962. Genres: Drama."
428,"Movie 'Harold and Maude (1971)', release date: 01-Jan-1971. Genres: Comedy."
429,"Movie 'Day the Earth Stood Still, The (1951)', release date: 01-Jan-1951. Genres: Drama, Sci-Fi."
430,"Movie 'Duck Soup (1933)', release date: 01-Jan-1933. Genres: Comedy, War."
431,"Movie 'Highlander (1986)', release date: 01-Jan-1986. Genres: Action, Adventure."
432,"Movie 'Fantasia (1940)', release date: 01-Jan-1940. Genres: Animation, Children's, Musical."
433,"Movie 'Heathers (1989)', release date: 01-Jan-1989. Genres: Comedy."
434,"Movie 'Forbidden Planet (1956)', release date: 01-Jan-1956. Genres: Sci-Fi."
435,"Movie 'Butch Cassidy and the Sundance Kid (1969)', release date: 01-Jan-1969. Genres: Action, Comedy, Western."
436,"Movie 'American Werewolf in London, An (1981)', release date: 01-Jan-1981. Genres: Horror."
437,"Movie 'Amityville 1992: It's About Time (1992)', release date: 01-Jan-1992. Genres: Horror."
438,"Movie 'Amityville 3-D (1983)', release date: 01-Jan-1983. Genres: Horror."
439,"Movie 'Amityville: A New Generation (1993)', release date: 01-Jan-1993. Genres: Horror."
440,"Movie 'Amityville II: The Possession (1982)', release date: 01-Jan-1982. Genres: Horror."
441,"Movie 'Amityville Horror, The (1979)', release date: 01-Jan-1979. Genres: Horror."
442,"Movie 'Amityville Curse, The (1990)', release date: 01-Jan-1990. Genres: Horror."
443,"Movie 'Birds, The (1963)', release date: 01-Jan-1963. Genres: Horror."
444,"Movie 'Blob, The (1958)', release date: 01-Jan-1958. Genres: Horror, Sci-Fi."
445,"Movie 'Body Snatcher, The (1945)', release date: 01-Jan-1945. Genres: Horror."
446,"Movie 'Burnt Offerings (1976)', release date: 01-Jan-1976. Genres: Horror."
447,"Movie 'Carrie (1976)', release date: 01-Jan-1976. Genres: Horror."
448,"Movie 'Omen, The (1976)', release date: 01-Jan-1976. Genres: Horror."
449,"Movie 'Star Trek: The Motion Picture (1979)', release date: 01-Jan-1979. Genres: Action, Adventure, Sci-Fi."
450,"Movie 'Star Trek V: The Final Frontier (1989)', release date: 01-Jan-1989. Genres: Action, Adventure, Sci-Fi."
451,"Movie 'Grease (1978)', release date: 01-Jan-1978. Genres: Comedy, Musical, Romance."
452,"Movie 'Jaws 2 (1978)', release date: 01-Jan-1978. Genres: Action, Horror."
453,"Movie 'Jaws 3-D (1983)', release date: 01-Jan-1983. Genres: Action, Horror."
454,"Movie 'Bastard Out of Carolina (1996)', release date: 15-Dec-1996. Genres: Drama."
455,"Movie 'Jackie Chan's First Strike (1996)', release date: 10-Jan-1997. Genres: Action."
456,"Movie 'Beverly Hills Ninja (1997)', release date: 17-Jan-1997. Genres: Action, Comedy."
457,"Movie 'Free Willy 3: The Rescue (1997)', release date: 08-Aug-1997. Genres: Adventure, Children's, Drama."
458,"Movie 'Nixon (1995)', release date: 01-Jan-1995. Genres: Drama."
459,"Movie 'Cry, the Beloved Country (1995)', release date: 01-Jan-1995. Genres: Drama."
460,"Movie 'Crossing Guard, The (1995)', release date: 01-Jan-1995. Genres: Drama."
461,"Movie 'Smoke (1995)', release date: 01-Jan-1995. Genres: Drama."
462,"Movie 'Like Water For Chocolate (Como agua para chocolate) (1992)', release date: 01-Jan-1992. Genres: Drama, Romance."
463,"Movie 'Secret of Roan Inish, The (1994)', release date: 01-Jan-1994. Genres: Adventure."
464,"Movie 'Vanya on 42nd Street (1994)', release date: 01-Jan-1994. Genres: Drama."
465,"Movie 'Jungle Book, The (1994)', release date: 01-Jan-1994. Genres: Adventure, Children's, Romance."
466,"Movie 'Red Rock West (1992)', release date: 01-Jan-1992. Genres: Thriller."
467,"Movie 'Bronx Tale, A (1993)', release date: 01-Jan-1993. Genres: Drama."
468,"Movie 'Rudy (1993)', release date: 01-Jan-1993. Genres: Drama."
469,"Movie 'Short Cuts (1993)', release date: 01-Jan-1993. Genres: Drama."
470,"Movie 'Tombstone (1993)', release date: 01-Jan-1993. Genres: Western."
471,"Movie 'Courage Under Fire (1996)', release date: 08-Mar-1996. Genres: Drama, War."
472,"Movie 'Dragonheart (1996)', release date: 31-May-1996. Genres: Action, Adventure, Fantasy."
473,"Movie 'James and the Giant Peach (1996)', release date: 12-Apr-1996. Genres: Animation, Children's, Musical."
474,"Movie 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', release date: 01-Jan-1963. Genres: Sci-Fi, War."
475,"Movie 'Trainspotting (1996)', release date: 19-Jul-1996. Genres: Drama."
476,"Movie 'First Wives Club, The (1996)', release date: 14-Sep-1996. Genres: Comedy."
477,"Movie 'Matilda (1996)', release date: 02-Aug-1996. Genres: Children's, Comedy."
478,"Movie 'Philadelphia Story, The (1940)', release date: 01-Jan-1940. Genres: Comedy, Romance."
479,"Movie 'Vertigo (1958)', release date: 01-Jan-1958. Genres: Mystery, Thriller."
480,"Movie 'North by Northwest (1959)', release date: 01-Jan-1959. Genres: Comedy, Thriller."
481,"Movie 'Apartment, The (1960)', release date: 01-Jan-1960. Genres: Comedy, Drama."
482,"Movie 'Some Like It Hot (1959)', release date: 01-Jan-1959. Genres: Comedy, Crime."
483,"Movie 'Casablanca (1942)', release date: 01-Jan-1942. Genres: Drama, Romance, War."
484,"Movie 'Maltese Falcon, The (1941)', release date: 01-Jan-1941. Genres: Film-Noir, Mystery."
485,"Movie 'My Fair Lady (1964)', release date: 01-Jan-1964. Genres: Musical, Romance."
486,"Movie 'Sabrina (1954)', release date: 01-Jan-1954. Genres: Comedy, Romance."
487,"Movie 'Roman Holiday (1953)', release date: 01-Jan-1953. Genres: Comedy, Romance."
488,"Movie 'Sunset Blvd. (1950)', release date: 01-Jan-1950. Genres: Film-Noir."
489,"Movie 'Notorious (1946)', release date: 01-Jan-1946. Genres: Film-Noir, Romance, Thriller."
490,"Movie 'To Catch a Thief (1955)', release date: 01-Jan-1955. Genres: Comedy, Romance, Thriller."
491,"Movie 'Adventures of Robin Hood, The (1938)', release date: 01-Jan-1938. Genres: Action, Adventure."
492,"Movie 'East of Eden (1955)', release date: 01-Jan-1955. Genres: Drama."
493,"Movie 'Thin Man, The (1934)', release date: 01-Jan-1934. Genres: Mystery."
494,"Movie 'His Girl Friday (1940)', release date: 01-Jan-1940. Genres: Comedy."
495,"Movie 'Around the World in 80 Days (1956)', release date: 01-Jan-1956. Genres: Adventure, Comedy."
496,"Movie 'It's a Wonderful Life (1946)', release date: 01-Jan-1946. Genres: Drama."
497,"Movie 'Bringing Up Baby (1938)', release date: 01-Jan-1938. Genres: Comedy."
498,"Movie 'African Queen, The (1951)', release date: 01-Jan-1951. Genres: Action, Adventure, Romance, War."
499,"Movie 'Cat on a Hot Tin Roof (1958)', release date: 01-Jan-1958. Genres: Drama."
500,"Movie 'Fly Away Home (1996)', release date: 13-Sep-1996. Genres: Adventure, Children's."
501,"Movie 'Dumbo (1941)', release date: 01-Jan-1941. Genres: Animation, Children's, Musical."
502,"Movie 'Bananas (1971)', release date: 01-Jan-1971. Genres: Comedy, War."
503,"Movie 'Candidate, The (1972)', release date: 01-Jan-1972. Genres: Drama."
504,"Movie 'Bonnie and Clyde (1967)', release date: 01-Jan-1967. Genres: Crime, Drama."
505,"Movie 'Dial M for Murder (1954)', release date: 01-Jan-1954. Genres: Mystery, Thriller."
506,"Movie 'Rebel Without a Cause (1955)', release date: 01-Jan-1955. Genres: Drama."
507,"Movie 'Streetcar Named Desire, A (1951)', release date: 01-Jan-1951. Genres: Drama."
508,"Movie 'People vs. Larry Flynt, The (1996)', release date: 27-Dec-1996. Genres: Drama."
509,"Movie 'My Left Foot (1989)', release date: 01-Jan-1989. Genres: Drama."
510,"Movie 'Magnificent Seven, The (1954)', release date: 01-Jan-1954. Genres: Action, Drama, Western."
511,"Movie 'Lawrence of Arabia (1962)', release date: 01-Jan-1962. Genres: Adventure, War."
512,"Movie 'Wings of Desire (1987)', release date: 01-Jan-1987. Genres: Comedy, Drama, Romance."
513,"Movie 'Third Man, The (1949)', release date: 01-Jan-1949. Genres: Mystery, Thriller."
514,"Movie 'Annie Hall (1977)', release date: 01-Jan-1977. Genres: Comedy, Romance."
515,"Movie 'Boot, Das (1981)', release date: 04-Apr-1997. Genres: Action, Drama, War."
516,"Movie 'Local Hero (1983)', release date: 01-Jan-1983. Genres: Comedy."
517,"Movie 'Manhattan (1979)', release date: 01-Jan-1979. Genres: Comedy, Drama, Romance."
518,"Movie 'Miller's Crossing (1990)', release date: 01-Jan-1990. Genres: Drama."
519,"Movie 'Treasure of the Sierra Madre, The (1948)', release date: 01-Jan-1948. Genres: Adventure."
520,"Movie 'Great Escape, The (1963)', release date: 01-Jan-1963. Genres: Adventure, War."
521,"Movie 'Deer Hunter, The (1978)', release date: 01-Jan-1978. Genres: Drama, War."
522,"Movie 'Down by Law (1986)', release date: 01-Jan-1986. Genres: Comedy, Drama."
523,"Movie 'Cool Hand Luke (1967)', release date: 01-Jan-1967. Genres: Comedy, Drama."
524,"Movie 'Great Dictator, The (1940)', release date: 01-Jan-1940. Genres: Comedy."
525,"Movie 'Big Sleep, The (1946)', release date: 01-Jan-1946. Genres: Film-Noir, Mystery."
526,"Movie 'Ben-Hur (1959)', release date: 01-Jan-1959. Genres: Action, Adventure, Drama."
527,"Movie 'Gandhi (1982)', release date: 01-Jan-1982. Genres: Drama."
528,"Movie 'Killing Fields, The (1984)', release date: 01-Jan-1984. Genres: Drama, War."
529,"Movie 'My Life as a Dog (Mitt liv som hund) (1985)', release date: 01-Jan-1985. Genres: Drama."
530,"Movie 'Man Who Would Be King, The (1975)', release date: 01-Jan-1975. Genres: Adventure."
531,"Movie 'Shine (1996)', release date: 22-Nov-1996. Genres: Drama, Romance."
532,"Movie 'Kama Sutra: A Tale of Love (1996)', release date: 07-Mar-1997. Genres: Romance."
533,"Movie 'Daytrippers, The (1996)', release date: 21-Mar-1997. Genres: Mystery."
534,"Movie 'Traveller (1997)', release date: 18-Apr-1997. Genres: Drama."
535,"Movie 'Addicted to Love (1997)', release date: 23-May-1997. Genres: Comedy, Romance."
536,"Movie 'Ponette (1996)', release date: 23-May-1997. Genres: Drama."
537,"Movie 'My Own Private Idaho (1991)', release date: 01-Jan-1991. Genres: Drama."
538,"Movie 'Anastasia (1997)', release date: 01-Jan-1997. Genres: Animation, Children's, Musical."
539,"Movie 'Mouse Hunt (1997)', release date: 01-Jan-1997. Genres: Children's, Comedy."
540,"Movie 'Money Train (1995)', release date: 01-Jan-1995. Genres: Action."
541,"Movie 'Mortal Kombat (1995)', release date: 01-Jan-1995. Genres: Action, Adventure."
542,"Movie 'Pocahontas (1995)', release date: 01-Jan-1995. Genres: Animation, Children's, Musical, Romance."
543,"Movie 'Misérables, Les (1995)', release date: 01-Jan-1995. Genres: Drama, Musical."
544,"Movie 'Things to Do in Denver when You're Dead (1995)', release date: 02-Feb-1996. Genres: Crime, Drama, Romance."
545,"Movie 'Vampire in Brooklyn (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
546,"Movie 'Broken Arrow (1996)', release date: 09-Feb-1996. Genres: Action, Thriller."
547,"Movie 'Young Poisoner's Handbook, The (1995)', release date: 23-Feb-1996. Genres: Crime."
548,"Movie 'NeverEnding Story III, The (1994)', release date: 02-Feb-1996. Genres: Children's, Fantasy."
549,"Movie 'Rob Roy (1995)', release date: 01-Jan-1995. Genres: Drama, Romance, War."
550,"Movie 'Die Hard: With a Vengeance (1995)', release date: 01-Jan-1995. Genres: Action, Thriller."
551,"Movie 'Lord of Illusions (1995)', release date: 01-Jan-1995. Genres: Horror."
552,"Movie 'Species (1995)', release date: 01-Jan-1995. Genres: Sci-Fi."
553,"Movie 'Walk in the Clouds, A (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
554,"Movie 'Waterworld (1995)', release date: 01-Jan-1995. Genres: Action, Adventure."
555,"Movie 'White Man's Burden (1995)', release date: 01-Jan-1995. Genres: Drama."
556,"Movie 'Wild Bill (1995)', release date: 01-Jan-1995. Genres: Western."
557,"Movie 'Farinelli: il castrato (1994)', release date: 01-Jan-1994. Genres: Drama, Musical."
558,"Movie 'Heavenly Creatures (1994)', release date: 01-Jan-1994. Genres: Drama, Fantasy, Thriller."
559,"Movie 'Interview with the Vampire (1994)', release date: 01-Jan-1994. Genres: Drama, Horror."
560,"Movie 'Kid in King Arthur's Court, A (1995)', release date: 01-Jan-1995. Genres: Adventure, Children's, Comedy, Fantasy, Romance, Sci-Fi."
561,"Movie 'Mary Shelley's Frankenstein (1994)', release date: 01-Jan-1994. Genres: Drama, Horror."
562,"Movie 'Quick and the Dead, The (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Western."
563,"Movie 'Stephen King's The Langoliers (1995)', release date: 01-Jan-1995. Genres: Horror."
564,"Movie 'Tales from the Hood (1995)', release date: 01-Jan-1995. Genres: Comedy, Horror."
565,"Movie 'Village of the Damned (1995)', release date: 01-Jan-1995. Genres: Horror, Thriller."
566,"Movie 'Clear and Present Danger (1994)', release date: 01-Jan-1994. Genres: Action, Adventure, Thriller."
567,"Movie 'Wes Craven's New Nightmare (1994)', release date: 01-Jan-1994. Genres: Horror."
568,"Movie 'Speed (1994)', release date: 01-Jan-1994. Genres: Action, Romance, Thriller."
569,"Movie 'Wolf (1994)', release date: 01-Jan-1994. Genres: Drama, Horror."
570,"Movie 'Wyatt Earp (1994)', release date: 01-Jan-1994. Genres: Western."
571,"Movie 'Another Stakeout (1993)', release date: 01-Jan-1993. Genres: Comedy, Thriller."
572,"Movie 'Blown Away (1994)', release date: 01-Jan-1994. Genres: Action, Thriller."
573,"Movie 'Body Snatchers (1993)', release date: 01-Jan-1993. Genres: Horror, Sci-Fi, Thriller."
574,"Movie 'Boxing Helena (1993)', release date: 01-Jan-1993. Genres: Mystery, Romance, Thriller."
575,"Movie 'City Slickers II: The Legend of Curly's Gold (1994)', release date: 01-Jan-1994. Genres: Comedy, Western."
576,"Movie 'Cliffhanger (1993)', release date: 01-Jan-1993. Genres: Action, Adventure, Crime."
577,"Movie 'Coneheads (1993)', release date: 01-Jan-1993. Genres: Comedy, Sci-Fi."
578,"Movie 'Demolition Man (1993)', release date: 01-Jan-1993. Genres: Action, Sci-Fi."
579,"Movie 'Fatal Instinct (1993)', release date: 01-Jan-1993. Genres: Comedy."
